datum,ockovaci_misto_id,ockovaci_misto_nazev,kraj_nuts_kod,kraj_nazev,ockovaci_latka,vyrobce,pouzite_ampulky,znehodnocene_ampulky,pouzite_davky,znehodnocene_davky
2021-05-06,b53d6d7a-60bd-4acd-98cb-97893f87d163,"Odborný léčebný ústav Jevíčko",CZ053,"Pardubický kraj",Comirnaty,Pfizer,22,0,132,0
2021-05-06,6edad920-0382-4946-af44-cafeb841d6b1,"Litomyšlská nemocnice",CZ053,"Pardubický kraj",Comirnaty,Pfizer,42,0,252,0
2021-05-06,5610e09b-866f-4e7f-b2b5-664fcd5ac19c,"KC Svoboda Cheb",CZ041,"Karlovarský kraj",Comirnaty,Pfizer,41,0,246,0
2021-05-06,4475c51f-69b3-410d-b404-eaf319711512,"Masarykova nemocnice v Ústí nad Labem (KZ,a.s.) - Očkovací centrum UJEP, Hoření",CZ042,"Ústecký kraj","COVID-19 Vaccine Moderna",Moderna,10,0,100,0
2021-05-06,367fd540-6069-4f6a-8d9b-f04b65e77983,"Očkovací centrum - AL INVEST Břidličná (SZZ Krnov)",CZ080,"Moravskoslezský kraj",Comirnaty,Pfizer,31,0,186,0
2021-05-06,77079458-38f2-4bff-b983-7f99a07afdc3,"Fakultní nemocnice v Motole",CZ010,"Hlavní město Praha",Comirnaty,Pfizer,48,0,288,0
2021-05-06,aa0a5675-d1ba-4282-9bbf-c36053f0e7c9,"Slezská nemocnice v Opavě, p.o.",CZ080,"Moravskoslezský kraj",Comirnaty,Pfizer,330,0,1980,0
2021-05-06,e8de7565-5dad-46a9-b7c1-7d7d7d73263f,"Oblastní nemocnice Náchod a.s.",CZ052,"Královéhradecký kraj",Comirnaty,Pfizer,121,0,726,0
2021-05-06,262721a0-5551-41d6-bc46-06d5aa9d18a8,"FN Ostrava - Poliklinika",CZ080,"Moravskoslezský kraj",Comirnaty,Pfizer,49,0,294,0
2021-05-06,ec7464b3-cfbd-4e49-8187-5f438f69c731,"Kroměřížská nemocnice a.s. - Výstaviště Kroměříž",CZ072,"Zlínský kraj",Comirnaty,Pfizer,114,0,684,0
2021-05-06,0c53a5a0-70c8-489f-8fc5-3d98a41bcb3e,"Moje Ambulance a.s. Opava",CZ080,"Moravskoslezský kraj",Comirnaty,Pfizer,9,0,54,0
2021-05-06,f1b3f2dc-c4d1-4f50-b79a-a48ed0c393d6,"Bílovecká nemocnice, a.s.",CZ080,"Moravskoslezský kraj",Comirnaty,Pfizer,19,0,114,0
2021-05-06,313285e5-df33-485b-aad2-1f121d45aba8,"Nemocnice Strakonice - OČKO centrum, tělocvična STARZ Lidická 193",CZ031,"Jihočeský kraj",Comirnaty,Pfizer,161,0,966,0
2021-05-06,cb0f8a24-3c54-467e-9e67-de01f424ea85,"Česká Lípa očkovací místo  Crystal",CZ051,"Liberecký kraj",Comirnaty,Pfizer,92,0,552,0
2021-05-06,c4c7db25-dd2d-4182-bd32-0b6ad04f0bb1,"VOČM DDM Třinec",CZ080,"Moravskoslezský kraj",Comirnaty,Pfizer,60,0,360,0
2021-05-06,4475c51f-69b3-410d-b404-eaf319711512,"Masarykova nemocnice v Ústí nad Labem (KZ,a.s.) - Očkovací centrum UJEP, Hoření",CZ042,"Ústecký kraj",Comirnaty,Pfizer,150,0,900,0
2021-05-06,be35ee3b-3ddc-4723-b6f5-4f21cd2558a6,"Uherskohradišťská nemocnice a.s.",CZ072,"Zlínský kraj",Comirnaty,Pfizer,98,0,588,0
2021-05-06,718fcb7c-904e-41f3-9be6-15a75ef9b5e0,"Oblastní nemocnice Kolín - očkovací místo",CZ020,"Středočeský kraj",VAXZEVRIA,AstraZeneca,21,0,210,0
2021-05-06,718fcb7c-904e-41f3-9be6-15a75ef9b5e0,"Oblastní nemocnice Kolín - očkovací místo",CZ020,"Středočeský kraj",Comirnaty,Pfizer,94,0,564,0
2021-05-06,d3b8acc6-6815-4ae9-b3a7-e9f6a49dfd33,"Podbořany - Domov pro seniory (Dr. Nabbout)",CZ042,"Ústecký kraj",Comirnaty,Pfizer,20,0,120,0
2021-05-06,2cd34358-0cf7-43de-8bf1-e2892ad9611e,"Nemocnice Tábor - OČKO  Sportovní hala Kvapilova, Kvapilova 2419, Tábor",CZ031,"Jihočeský kraj",Comirnaty,Pfizer,194,0,1164,0
2021-05-06,243d9780-7f89-4218-8db5-e18ceda4778b,"Nemocnice AGEL Podhorská a.s. pracoviště Bruntál",CZ080,"Moravskoslezský kraj",Comirnaty,Pfizer,34,0,204,0
2021-05-06,e1279737-8cfb-4197-ad38-3def6a9a17e0,"Zdravotní ústav se sídlem v Ostravě - pracoviště Brno",CZ064,"Jihomoravský kraj",Comirnaty,Pfizer,11,0,66,0
2021-05-06,e6d0a768-a1a5-4fc8-aada-081ecf2b68b0,"Oblastní nemocnice Příbram",CZ020,"Středočeský kraj",Comirnaty,Pfizer,106,0,636,0
2021-05-06,41c51947-5951-432c-9099-bf317756b09d,"Fakultní nemocnice Plzeň - očkovací místo",CZ032,"Plzeňský kraj",Comirnaty,Pfizer,91,0,546,0
2021-05-06,77a1d5c5-26b3-4c61-9814-fa6497f83bdd,"Nemocnice Děčín (KZ,a.s.) - budova ČVUT",CZ042,"Ústecký kraj",Comirnaty,Pfizer,77,0,462,0
2021-05-06,c782926c-12bf-4071-a62a-79b75515a1a6,"Nemocnice Hustopeče, p.o.",CZ064,"Jihomoravský kraj",Comirnaty,Pfizer,14,0,84,0
2021-05-06,da5422b1-8002-456c-aa95-9a26a5e0e622,"Břeclav Dům školství",CZ064,"Jihomoravský kraj",Comirnaty,Pfizer,70,0,420,0
2021-05-06,4938a85d-84a8-4b1e-bc65-87a6dac5efa5,"Masarykova městská nemocnice a.s. (Jilemnice)",CZ051,"Liberecký kraj",Comirnaty,Pfizer,42,0,252,0
2021-05-06,c1308736-72a2-4f4b-b215-a68603bc5fb6,"Nemocnice Chomutov (KZ,a.s.)",CZ042,"Ústecký kraj",Comirnaty,Pfizer,58,0,348,0
2021-05-06,35bc3f1c-b301-44cd-8b69-7073ea58d968,"Moje Ambulance a.s. Ostrava-Centrum",CZ080,"Moravskoslezský kraj",Comirnaty,Pfizer,3,0,18,0
2021-05-06,b6f39bb5-9ebf-44be-a1d1-0efacab96703,"Nemocnice Pardubice - Sál Jana Kašpara Krajský úřad",CZ053,"Pardubický kraj",Comirnaty,Pfizer,76,0,456,0
2021-05-06,e8de7565-5dad-46a9-b7c1-7d7d7d73263f,"Oblastní nemocnice Náchod a.s.",CZ052,"Královéhradecký kraj","COVID-19 Vaccine Moderna",Moderna,1,0,10,0
2021-05-06,5fec0218-4280-40c9-8f6d-c096ea70bbaa,"ResTrial s.r.o. - ordinace PL",CZ010,"Hlavní město Praha","COVID-19 Vaccine Moderna",Moderna,6,0,60,0
2021-05-06,92d45d98-832d-4f9b-85fc-c0e70a5e9516,"ALBERTINUM, odborný léčebný ústav, Žamberk",CZ053,"Pardubický kraj",Comirnaty,Pfizer,17,0,102,0
2021-05-06,724a30ec-c666-42e1-81ca-9df326988d73,"Dopravní zdravotnictví a.s., Poliklinika AGEL Praha",CZ010,"Hlavní město Praha","COVID-19 Vaccine Moderna",Moderna,6,0,60,0
2021-05-06,7fc4f736-04a4-403d-888b-9d52f1727a2e,"OČM Kongresové centrum (GASK)",CZ020,"Středočeský kraj",Comirnaty,Pfizer,38,0,228,0
2021-05-06,a2dce440-6580-4f31-9c03-bd832da754e3,"Velkokapacitní OČM Plzeňského kraje Plzeň-Skvrňany",CZ032,"Plzeňský kraj",Comirnaty,Pfizer,105,0,630,0
2021-05-06,03d60c72-2c3b-4aa1-882f-ed7b9f43d734,"Svitavská nemocnice - multifunkční centrum Fabrika",CZ053,"Pardubický kraj",Comirnaty,Pfizer,70,0,420,0
2021-05-06,481dd978-47d9-46a2-a379-84fc06761772,"Vsetínská nemocnice a.s.",CZ072,"Zlínský kraj",Comirnaty,Pfizer,84,0,504,0
2021-05-06,85683ce8-5a0e-4733-b5e3-614d9d4ef335,"Nemocnice ve Frýdku-Místku, p.o.",CZ080,"Moravskoslezský kraj",Comirnaty,Pfizer,145,0,870,0
2021-05-06,734160a0-2824-45b7-9e79-4ba062175610,"Endipra s.r.o., Hlinsko",CZ053,"Pardubický kraj",Comirnaty,Pfizer,11,0,66,0
2021-05-06,71b299fb-33f6-46b7-ae94-78815297125c,"Nemocnice AGEL Ostrava-Vítkovice a.s.",CZ080,"Moravskoslezský kraj",Comirnaty,Pfizer,16,0,96,0
2021-05-06,c10c6184-1773-46c8-85c3-7c09f8877880,"Tachov - Poliklinika Tachov",CZ032,"Plzeňský kraj",Comirnaty,Pfizer,66,0,396,0
2021-05-06,b8a946ef-4994-4dcd-859e-09040f43a6d0,"RESPIMED s.r.o.",CZ010,"Hlavní město Praha","COVID-19 Vaccine Moderna",Moderna,1,0,10,0
2021-05-06,5be58deb-47c3-46ee-9181-7a89443f33ff,"Masarykova městská nemocnice, a.s. (nemocnice Semily)",CZ051,"Liberecký kraj",Comirnaty,Pfizer,33,0,198,0
2021-05-06,0f396137-e1fe-4e67-8291-292e4066376d,"FN Brno Výstaviště",CZ064,"Jihomoravský kraj",Comirnaty,Pfizer,440,0,2640,0
2021-05-06,65653e1e-fb9e-4f78-9e95-eb7c46d328d5,"Nemocnice Jihlava",CZ063,"Kraj Vysočina",Comirnaty,Pfizer,84,0,504,0
2021-05-06,3aff95e6-8ae8-445c-9cdf-dfdb187f7f2e,"Moje Ambulance a.s. Karviná",CZ080,"Moravskoslezský kraj",Comirnaty,Pfizer,5,0,30,0
2021-05-06,65653e1e-fb9e-4f78-9e95-eb7c46d328d5,"Nemocnice Jihlava",CZ063,"Kraj Vysočina",VAXZEVRIA,AstraZeneca,4,0,40,0
2021-05-06,e6d0a768-a1a5-4fc8-aada-081ecf2b68b0,"Oblastní nemocnice Příbram",CZ020,"Středočeský kraj",VAXZEVRIA,AstraZeneca,4,0,40,0
2021-05-06,4ea9c79c-ebac-4505-8176-7d22ca45c0d2,"ÚVN Praha - Vakcinační centrum COVID-19",CZ010,"Hlavní město Praha",Comirnaty,Pfizer,99,0,594,0
2021-05-06,3f0f3044-990c-4143-a85e-9fc16da5bb1b,"Poliklinika Telč, spol. s r.o.",CZ063,"Kraj Vysočina","COVID-19 Vaccine Moderna",Moderna,11,0,110,0
2021-05-06,4b39139d-22d5-40e3-b752-dfa2d6aca34e,"EUC klinika Ostrava a.s.",CZ080,"Moravskoslezský kraj",Comirnaty,Pfizer,20,0,120,0
2021-05-06,a1f7b243-f18c-45a2-8d82-5a3273c687b8,"Fakultní nemocnice Olomouc",CZ071,"Olomoucký kraj",Comirnaty,Pfizer,110,0,660,0
2021-05-06,586ab361-ba26-4429-b0f3-8ff9831f07b2,"Dopravní zdravotnictví a.s., Poliklinika AGEL Plzeň",CZ032,"Plzeňský kraj",Comirnaty,Pfizer,11,0,66,0
2021-05-06,57932100-0df4-472c-a015-d2b750df5b58,"Fakultní nemocnice Hradec Králové",CZ052,"Královéhradecký kraj",Comirnaty,Pfizer,131,0,786,0
2021-05-06,1295fe02-0319-40e4-a482-d4b8a0bfe138,"FN Ostrava - Černá Louka Výstaviště",CZ080,"Moravskoslezský kraj",Comirnaty,Pfizer,290,0,1740,0
2021-05-06,4a444781-6d8f-496e-9da0-5f813f6113a6,"Fakultní nemocnice u sv. Anny v Brně",CZ064,"Jihomoravský kraj",Comirnaty,Pfizer,201,0,1206,0
2021-05-06,c4411674-d3bd-4666-96df-fdedefed8b68,"Nemocnice Jindřichův Hradec- Očko VŠE",CZ031,"Jihočeský kraj",Comirnaty,Pfizer,137,0,822,0
2021-05-06,94a422eb-b0c6-4729-9224-5c3cf7c0809a,"Zdravotní ústav se sídlem v Ostravě",CZ080,"Moravskoslezský kraj",Comirnaty,Pfizer,9,0,54,0
2021-05-06,39aece24-3e8d-4261-8cab-db23b2d48d50,"Mělnická zdravotní, a.s.",CZ020,"Středočeský kraj",Comirnaty,Pfizer,68,0,408,0
2021-05-06,a1766688-7575-438d-8586-b0117a46153d,"Chrudimská nemocnice",CZ053,"Pardubický kraj",Comirnaty,Pfizer,55,0,330,0
2021-05-06,d4a29e47-0f46-4712-aba8-e000db8451c6,"Zdravotnické zařízení Ministerstva vnitra",CZ010,"Hlavní město Praha",Comirnaty,Pfizer,243,0,1458,0
2021-05-06,af3ecd8e-ad5d-4098-8bcd-bbcee81bfdc0,"Stodská nemocnice",CZ032,"Plzeňský kraj",Comirnaty,Pfizer,98,0,588,0
2021-05-06,02614fc8-a7d0-439d-8589-57c599cb495d,"Nemocnice Na Františku",CZ010,"Hlavní město Praha","COVID-19 Vaccine Moderna",Moderna,4,0,40,0
2021-05-06,74087959-c707-4d8e-b5d7-9a2b5ba4844d,"Nemocnice Prachatice - OČKO Hotel Park",CZ031,"Jihočeský kraj",Comirnaty,Pfizer,61,0,366,0
2021-05-06,14c58957-7396-4322-a237-67b5e31b16e3,"Domažlická nemocnice",CZ032,"Plzeňský kraj","COVID-19 Vaccine Moderna",Moderna,10,0,100,0
2021-05-06,0980ebfa-a1f3-4b2f-8ae3-a946d3b77cc8,"Nemocnice Šumperk",CZ071,"Olomoucký kraj",Comirnaty,Pfizer,118,0,708,0
2021-05-06,df47a465-f872-4968-a8e9-057059b8e900,"Comfort Care a.s. - poliklinika Chodov, Praha 11",CZ010,"Hlavní město Praha",Comirnaty,Pfizer,40,0,240,0
2021-05-06,d149c33b-4906-410d-948d-25128f4aa4d7,"Hornická nemocnice s poliklinikou spol. s.r.o. - Bílina",CZ042,"Ústecký kraj",Comirnaty,Pfizer,42,0,252,0
2021-05-06,304f0edc-0a56-4624-8f31-fe2b82391eb6,"Hamzova odborná léčebna pro děti a dospělé",CZ053,"Pardubický kraj",Comirnaty,Pfizer,17,0,102,0
2021-05-06,0df58e7f-8d17-4bdf-b39d-5245b0759d75,"LDN Rybitví",CZ053,"Pardubický kraj",Comirnaty,Pfizer,26,0,156,0
2021-05-06,cc785573-e41f-43bb-91ea-9a1893f6b9d2,"Nemocnice Třebíč",CZ063,"Kraj Vysočina",Comirnaty,Pfizer,171,0,1026,0
2021-05-06,cd252dde-b78e-4c74-88e5-e95d894968ab,"Klatovská nemocnice",CZ032,"Plzeňský kraj",Comirnaty,Pfizer,46,0,276,0
2021-05-06,a74425f4-80fe-4f1f-abb9-3e8df7ca8aac,"Městská nemocnice Ostrava, p.o., Vakcinační centrum",CZ080,"Moravskoslezský kraj",Comirnaty,Pfizer,48,0,288,0
2021-05-06,fbbde94b-4a74-41a3-93e1-c3fc53cf2189,"Krajská zdravotní a.s., - (bývalá Zahrada Čech)",CZ042,"Ústecký kraj",Comirnaty,Pfizer,41,0,246,0
2021-05-06,4cf475a4-9727-4afb-a458-80cbe7d7a497,"Nemocnice AGEL Podhorská a.s.- pracoviště Rýmařov",CZ080,"Moravskoslezský kraj",Comirnaty,Pfizer,20,0,120,0
2021-05-06,ff1d41dd-18a2-45ed-bfee-8b2ff0022633,"Nemocnice Brandýs n. L.",CZ020,"Středočeský kraj",Comirnaty,Pfizer,60,0,360,0
2021-05-06,41efe0d6-da6d-4978-8f80-ee2999a71580,"Sdružené zdravotnické zařízení Krnov, p. o. - pediatrické odd.",CZ080,"Moravskoslezský kraj",Comirnaty,Pfizer,65,0,390,0
2021-05-06,af350a27-6433-421b-8eb6-d22b4088c9be,"FN Brno - OČM Velké Meziříčí",CZ063,"Kraj Vysočina",Comirnaty,Pfizer,67,0,402,0
2021-05-06,a8b62b00-0e64-4b8d-8202-316e0c00f809,"Nemocnice Rudolfa a Stefanie Benešov, a.s.",CZ020,"Středočeský kraj",Comirnaty,Pfizer,64,0,384,0
2021-05-06,e7c6b8a7-11b2-4921-bf5b-6738b008f7dc,"Nemocnice Tišnov",CZ064,"Jihomoravský kraj",Comirnaty,Pfizer,52,0,312,0
2021-05-06,a45e27be-cb59-449e-8ee0-ee8646ef0325,"Podřipská nemocnice s poliklinikou Roudnice n. L., s.r.o.",CZ042,"Ústecký kraj",Comirnaty,Pfizer,17,0,102,0
2021-05-06,5960ec70-2686-4b29-8af0-04a1481e7351,"Sušická nemocnice",CZ032,"Plzeňský kraj",Comirnaty,Pfizer,38,0,228,0
2021-05-06,5744c404-06d8-4842-a068-9f73dd8f98d9,"Livian s.r.o. - Poliklinika KOLF",CZ053,"Pardubický kraj",Comirnaty,Pfizer,12,0,72,0
2021-05-06,b61479a7-8702-4529-b0a0-d6f31e635199,"Luhačovice - Zdravotní středisko",CZ072,"Zlínský kraj",Comirnaty,Pfizer,34,0,204,0
2021-05-06,518f6665-84b8-4964-ae04-3bff5e0f2d93,"Nemocnice Most (KZ,a.s.) - SPORTOVNÍ HALA",CZ042,"Ústecký kraj",Comirnaty,Pfizer,112,0,672,0
2021-05-06,4dd9014a-436c-4e8a-aa45-010ad32272f7,"Oblastní nemocnice Kladno",CZ020,"Středočeský kraj",Comirnaty,Pfizer,124,0,744,0
2021-05-06,800e3522-2335-4e5c-bb6e-c219b5667f30,"KV ARÉNA OČKOVACÍ CENTRUM",CZ041,"Karlovarský kraj",Comirnaty,Pfizer,87,0,522,0
2021-05-06,7ce0223d-0ec7-4722-a7d3-f23699e21bc9,"MN v Odrách, p.o. - Dělnický dům Odry",CZ080,"Moravskoslezský kraj",Comirnaty,Pfizer,50,0,300,0
2021-05-06,e7d3f647-96bc-44ba-88d2-77e1b2b1be48,"Nemocnice Český Krumlov - OČKO Sportovní hala",CZ031,"Jihočeský kraj",Comirnaty,Pfizer,140,0,840,0
2021-05-06,2939d29f-8cb9-49ab-908d-c4425afb5f51,"Nemocnice AGEL Valašské Meziříčí a.s.",CZ072,"Zlínský kraj",Comirnaty,Pfizer,81,0,486,0
2021-05-06,7db4f337-4936-4175-b7a9-4ddffa91b6f4,"Nemocnice Kyjov - Městské kulturní středisko Kyjov",CZ064,"Jihomoravský kraj",Comirnaty,Pfizer,71,0,426,0
2021-05-06,fafb9109-12b6-4278-87cd-310bd66a356a,"CLINICUM a.s. -  Kongresové centrum Praha",CZ010,"Hlavní město Praha",Comirnaty,Pfizer,168,0,1008,0
2021-05-06,c8e549b8-aafb-4b4c-ae3b-b1ccee70513f,"LRS Chvaly, o.p.s.",CZ010,"Hlavní město Praha","COVID-19 Vaccine Moderna",Moderna,6,0,60,0
2021-05-06,a91d8128-c379-456c-b04b-1f1d6aa2da76,"AGE Centrum Olomouc",CZ071,"Olomoucký kraj",Comirnaty,Pfizer,21,0,126,0
2021-05-06,4e7faebb-41aa-4841-9982-1868d0bc94dc,"Velkokapacitní očkovací místo Žďár nad Sázavou",CZ063,"Kraj Vysočina",Comirnaty,Pfizer,82,0,492,0
2021-05-06,cc49cc05-60f9-4cdb-ad64-e494cd82149d,"Rehabilitační ústav Brandýs nad Orlicí",CZ053,"Pardubický kraj",Comirnaty,Pfizer,19,0,114,0
2021-05-06,931fb801-8158-4fc2-ac92-2c68d76907d7,"Krajská majetková, p.o. středisko Lužická nemocnice Rumburk",CZ042,"Ústecký kraj",Comirnaty,Pfizer,69,0,414,0
2021-05-06,fc926c27-6f37-49c2-9944-7b641a03d691,"Zdravotní ústav se sídlem v Ústí nad Labem - pracoviště Liberec",CZ051,"Liberecký kraj","COVID-19 Vaccine Moderna",Moderna,3,0,30,0
2021-05-06,14b71e51-3e80-42e9-8f0d-eb50320dd7f4,"LITVÍNOV - Krušnohorská poliklinika s.r.o.",CZ042,"Ústecký kraj",Comirnaty,Pfizer,31,0,186,0
2021-05-06,19a6168f-de5b-41d1-80f8-1ca39e836f72,"Bluedent Očkovací centrum , Brno-Slatina",CZ064,"Jihomoravský kraj",Comirnaty,Pfizer,20,0,120,0
2021-05-06,35226817-f739-4586-9a31-defc268d56e1,"Nemocnice Litoměřice, o.z. (KZ,a.s.) - Výstaviště Zahrada Čech",CZ042,"Ústecký kraj",Comirnaty,Pfizer,32,0,192,0
2021-05-06,76a174fb-e672-40c5-ae9c-06c50eb4ce7a,"Nemocnice Kadaň s.r.o.",CZ042,"Ústecký kraj","COVID-19 Vaccine Moderna",Moderna,18,0,180,0
2021-05-06,5999950a-0e64-4981-bc02-8c4bce24c1e5,"Zdravotní ústav se sídlem v Ústí nad Labem - pracoviště Ústí",CZ042,"Ústecký kraj",Comirnaty,Pfizer,13,0,78,0
2021-05-06,5affc4c2-414a-4cd4-9a04-56647fa66eef,"Národní očkovací centrum",CZ010,"Hlavní město Praha",Comirnaty,Pfizer,388,1,2328,6
2021-05-06,4c050cd4-6edf-4b4b-8034-8b731978b216,"Oblastní nemocnice Mladá Boleslav",CZ020,"Středočeský kraj",Comirnaty,Pfizer,111,0,666,0
2021-05-06,ade1335c-0185-4292-af9a-5de58be97774,"Nemocnice České Budějovice - OČKO Výstaviště České Budějovice",CZ031,"Jihočeský kraj",Comirnaty,Pfizer,167,0,1002,0
2021-05-06,c2ec6521-6a37-44c7-a661-1370adbac9c5,"Bohumínská městská nemocnice, a.s.",CZ080,"Moravskoslezský kraj",Comirnaty,Pfizer,15,0,90,0
2021-05-06,14c58957-7396-4322-a237-67b5e31b16e3,"Domažlická nemocnice",CZ032,"Plzeňský kraj",Comirnaty,Pfizer,25,0,150,0
2021-05-06,0ea63d3f-dd1c-47bb-b029-cbbdf187a357,"Nemocnice Vrchlabí, s.r.o.",CZ052,"Královéhradecký kraj",Comirnaty,Pfizer,28,0,168,0
2021-05-06,77e3d92d-123b-452d-93ec-30afac4e2c0b,"Nemocnice s poliklinikou Karviná-Ráj, p.o. - pracoviště Karviná",CZ080,"Moravskoslezský kraj",Comirnaty,Pfizer,75,0,450,0
2021-05-06,76a174fb-e672-40c5-ae9c-06c50eb4ce7a,"Nemocnice Kadaň s.r.o.",CZ042,"Ústecký kraj",Comirnaty,Pfizer,46,0,276,0
2021-05-06,8c388fdf-5cd1-4773-819c-093088aee130,"Nemocnice Varnsdorf",CZ042,"Ústecký kraj",Comirnaty,Pfizer,14,0,84,0
2021-05-06,b85e83d4-e9be-456d-b6b5-8e2acac97990,"Očkovací centrum Dobřichovice sportovní hala BIOS",CZ020,"Středočeský kraj",Comirnaty,Pfizer,84,0,504,0
2021-05-06,02e9f762-d4ca-4db4-8580-73ab6fb0acaf,"Nemocnice následné péče Moravská Třebová",CZ053,"Pardubický kraj",Comirnaty,Pfizer,20,0,120,0
2021-05-06,6ce2ad8f-b1f6-4252-b6f0-e8029219c17b,"Stodská nemocnice - očkovací místo Kulturní dům Stod",CZ032,"Plzeňský kraj","COVID-19 Vaccine Moderna",Moderna,4,0,40,0
2021-05-06,004e0965-84f6-4aa1-92cb-7242c8ae394a,"Nemocnice AGEL Jeseník a.s.",CZ071,"Olomoucký kraj",Comirnaty,Pfizer,12,0,72,0
2021-05-06,9a2da984-2c54-4427-9cc2-6c63a4694299,"Masarykův onkologický ústav",CZ064,"Jihomoravský kraj",Comirnaty,Pfizer,7,0,42,0
2021-05-06,1ddc573d-b6c1-4585-9729-999f36a0a6f1,"Avenier a.s. Centrum očkování a cestovní medicíny - Hornická poliklinika",CZ080,"Moravskoslezský kraj",Comirnaty,Pfizer,4,0,24,0
2021-05-06,df835442-d55c-4653-ad02-23443d6b1700,"AGEL Středomoravská nemocniční a.s., Nemocnice AGEL Přerov",CZ071,"Olomoucký kraj",Comirnaty,Pfizer,100,0,600,0
2021-05-06,bbbcf265-9f34-4056-a7e8-f9067fd339a4,"AGEL Středomoravská nemocniční a.s., Nemocnice AGEL Šternberk",CZ071,"Olomoucký kraj",Comirnaty,Pfizer,28,0,168,0
2021-05-06,1295fe02-0319-40e4-a482-d4b8a0bfe138,"FN Ostrava - Černá Louka Výstaviště",CZ080,"Moravskoslezský kraj","COVID-19 Vaccine Moderna",Moderna,5,0,50,0
2021-05-06,004e0965-84f6-4aa1-92cb-7242c8ae394a,"Nemocnice AGEL Jeseník a.s.",CZ071,"Olomoucký kraj",VAXZEVRIA,AstraZeneca,2,0,20,0
2021-05-06,3da2488c-1efe-4b26-a8c2-845eba673251,"Léčebna respiračních nemocí Cvikov - Městské divadlo Nový Bor",CZ051,"Liberecký kraj","COVID-19 Vaccine Moderna",Moderna,10,0,100,0
2021-05-06,e1aecc42-6aa6-46cc-9dde-9761fd6fa830,"Poliklinika Prosek a.s.",CZ010,"Hlavní město Praha","COVID-19 Vaccine Moderna",Moderna,5,0,50,0
2021-05-06,9d499433-292a-47a3-bf3d-0c804def9478,"Oblastní nemocnice Náchod a.s - nemocnice Broumov",CZ052,"Královéhradecký kraj","COVID-19 Vaccine Moderna",Moderna,10,0,100,0
2021-05-06,a4c6a778-78c7-4604-9a76-2a929870a45c,"EUC Klinika Liberec",CZ051,"Liberecký kraj","COVID-19 Vaccine Moderna",Moderna,5,0,50,0
2021-05-06,ca2ebe9a-25f5-4386-a47a-1def0c83afa5,"Nemocnice TGM Hodonín, přísp. organizace Dům kultury Hodonín - očkovací centrum COVID-19",CZ064,"Jihomoravský kraj",Comirnaty,Pfizer,118,0,708,0
2021-05-06,d0e1e96a-25c5-4aa6-9bea-4e426589ff07,"SMRŽO - MEDIC, s.r.o. - Hrádek nad Nisou",CZ051,"Liberecký kraj","COVID-19 Vaccine Moderna",Moderna,12,0,120,0
2021-05-06,d58b9a53-e9a4-4374-9853-1d93c4540fb4,"THERÁPON 98, a.s. - Kopřivnice",CZ080,"Moravskoslezský kraj",Comirnaty,Pfizer,41,0,246,0
2021-05-06,f48613c8-f616-460b-bbb3-096e07223c73,"ImunoSantana spol. s r.o.",CZ041,"Karlovarský kraj",Comirnaty,Pfizer,21,0,126,0
2021-05-06,ffddf34a-46dc-48a5-ba76-cf1c35339bf2,"Nemocnice Neratovice",CZ020,"Středočeský kraj",Comirnaty,Pfizer,25,0,150,0
2021-05-06,12ca67cd-7038-438f-acf0-d193a141a653,"Centrum zdravotní péče Jirny",CZ020,"Středočeský kraj",Comirnaty,Pfizer,25,0,150,0
2021-05-06,9d499433-292a-47a3-bf3d-0c804def9478,"Oblastní nemocnice Náchod a.s - nemocnice Broumov",CZ052,"Královéhradecký kraj",Comirnaty,Pfizer,16,0,96,0
2021-05-06,281cd704-c5c4-447d-aace-debad0aa3269,"Nemocnice AGEL Říčany a.s. - Sportovní hala",CZ020,"Středočeský kraj",Comirnaty,Pfizer,80,0,480,0
2021-05-06,2606719f-ddd9-4b63-8a67-68236380820f,"Nemocnice Blansko - Sportovní hala Údolní",CZ064,"Jihomoravský kraj",Comirnaty,Pfizer,56,0,336,0
2021-05-06,a29e6eb0-1b21-42d2-8962-90e8b0d9536d,"Nemocnice Pelhřimov",CZ063,"Kraj Vysočina",Comirnaty,Pfizer,167,0,1002,0
2021-05-06,bd060d74-64dd-45dd-bd06-51f9d6147814,"Moje Ambulance a.s. Ostrava - Poruba",CZ080,"Moravskoslezský kraj",Comirnaty,Pfizer,6,0,36,0
2021-05-06,7bdb206f-d1a2-4afb-9770-863958ae98f7,"Nemocnice Boskovice s.r.o.",CZ064,"Jihomoravský kraj",Comirnaty,Pfizer,40,0,240,0
2021-05-06,333a11ee-363d-499f-90cb-9d61f62543cc,"Rokycanská nemocnice, a. s.",CZ032,"Plzeňský kraj",Comirnaty,Pfizer,35,0,210,0
2021-05-06,e1aecc42-6aa6-46cc-9dde-9761fd6fa830,"Poliklinika Prosek a.s.",CZ010,"Hlavní město Praha",Comirnaty,Pfizer,17,0,102,0
2021-05-06,f1434a8c-a1f4-4af4-b4eb-ea7a70011535,"Moje Ambulance a.s. Frýdek - Místek",CZ080,"Moravskoslezský kraj",Comirnaty,Pfizer,7,0,42,0
2021-05-06,2a70afbb-3957-427a-9201-2e79e3b2a5dd,"Vojenská nemocnice Brno",CZ064,"Jihomoravský kraj",Comirnaty,Pfizer,86,0,516,0
